ID,ticker,Year,Quarter,Date,negative,positive,uncertainty,litigious,constraining,strong_modal_positive,strong_modal_negative,strong_modal_uncertainty,strong_modal_litigious,strong_modal_constraining,weak_modal_positive,weak_modal_negative,weak_modal_uncertainty,weak_modal_litigious,weak_modal_constraining,strong_modal_raw_count,weak_modal_raw_count,NSS,WSS,Overall_Sentiment_Score,binary_sentiment,start_stock_price,end_stock_price,price_gap,Dividend_Yield,ROE
2014_Q3,EBAY,2014,3,2014-10-16 01:00:10,73,128,68,3,2,0,0,0,0,0,0,0,0,0,0,51,26,0.2736318394346674,9.166666666666666,5.699999999999999,positive,20.151514053344727,21.603534698486328,1.4520206451416016,,0.128
2014_Q3,AXP,2014,3,2014-10-16 04:44:05,78,139,91,14,22,0,0,0,0,0,0,0,0,0,0,77,47,0.2811059894879908,10.166666666666666,-22.6,positive,80.23999786376953,88.33999633789062,8.099998474121094,1.16%,0.29
2014_Q3,TSM,2014,3,2014-10-16 15:38:06,109,137,104,1,7,0,1,1,0,0,0,0,0,0,0,136,45,0.1138211377486945,4.416666666666667,-59.7,positive,20.71999931335449,21.59000015258789,0.8700008392333984,,
2014_Q3,PM,2014,3,2014-10-16 18:23:07,128,156,117,20,12,0,0,0,0,0,0,0,0,0,0,60,51,0.0985915489486213,4.666666666666667,-63.6,neutral,85.26000213623047,87.91000366210938,2.6500015258789062,4.49%,
2014_Q3,GS,2014,3,2014-10-16 19:57:09,131,157,107,33,19,0,0,0,0,0,0,1,0,0,0,83,57,0.0902777774643132,4.25,-75.8,neutral,172.5800018310547,186.0800018310547,13.5,1.16%,0.111
2014_Q3,GOOG,2014,3,2014-10-17 00:42:11,62,152,54,4,9,0,0,0,0,0,0,0,0,0,0,68,35,0.4205607456983142,15.0,39.4,positive,25.48852157592773,27.440162658691406,1.951641082763672,,0.161
2014_Q3,AMD,2014,3,2014-10-17 01:54:06,97,159,83,4,6,1,0,0,0,0,0,0,0,0,0,60,35,0.2421874990539551,10.583333333333334,0.0,positive,2.720000028610229,2.75,0.0299999713897705,,0.175
2014_Q3,MS,2014,3,2014-10-17 19:51:13,69,163,89,20,15,0,0,0,0,0,0,0,0,0,0,28,40,0.4051724120466706,15.666666666666666,22.4,positive,33.220001220703125,34.52000045776367,1.2999992370605469,1.14%,0.07
2014_Q3,IBM,2014,3,2014-10-20 19:37:06,196,126,67,7,15,0,0,0,0,0,0,0,0,0,0,107,45,-0.2173913036726978,-11.666666666666666,-140.4,negative,,,,2.68%,0.87
2014_Q3,SAP,2014,3,2014-10-20 21:14:07,74,150,61,16,6,0,0,0,0,0,0,0,0,0,0,76,28,0.3392857127710459,12.666666666666666,16.5,positive,65.68000030517578,68.12999725341797,2.4499969482421875,,
2014_Q4,AAPL,2014,4,2014-10-21 03:21:16,50,161,64,4,11,0,0,0,0,0,0,0,0,0,0,71,44,0.526066348217695,18.5,52.9,positive,25.61750030517578,27.350000381469727,1.732500076293945,1.74%,0.272
2014_Q3,TXN,2014,3,2014-10-21 03:37:06,96,119,86,4,7,0,0,0,0,0,0,0,0,0,0,79,45,0.1069767436884802,3.8333333333333335,-45.8,positive,46.77000045776367,50.08000183105469,3.310001373291016,2.74%,0.202
2014_Q3,VZ,2014,3,2014-10-21 17:56:13,84,161,55,9,6,0,0,0,0,0,0,0,0,0,0,53,24,0.3142857130029154,12.833333333333334,29.0,positive,48.68999862670898,50.38999938964844,1.7000007629394531,4.38%,0.255
2014_Q3,KO,2014,3,2014-10-21 19:30:08,94,197,67,1,6,0,0,0,0,0,0,0,0,0,0,107,25,0.3539518888180347,17.166666666666668,42.1,positive,40.68000030517578,41.810001373291016,1.1300010681152344,2.91%,0.219
2014_Q3,LMT,2014,3,2014-10-21 20:44:08,59,131,138,31,18,0,0,0,0,0,0,0,0,1,0,54,74,0.3789473664265928,12.0,-39.7,positive,172.61000061035156,190.75,18.13999938964844,2.79%,1.079
2014_Q3,MCD,2014,3,2014-10-21 21:11:17,125,182,82,15,6,0,0,0,0,0,0,0,0,0,0,71,46,0.1856677518382158,9.5,-13.3,positive,91.01000213623048,93.61000061035156,2.5999984741210938,3.46%,0.32
2014_Q3,ISRG,2014,3,2014-10-22 01:06:10,60,125,92,13,10,0,0,0,0,0,1,0,0,0,0,55,54,0.3513513494521548,10.916666666666666,-8.9,positive,53.53444290161133,55.11111068725586,1.5766677856445312,,0.133
2014_Q3,ABT,2014,3,2014-10-22 19:05:08,91,212,82,10,15,0,0,1,0,0,0,0,0,0,0,61,39,0.3993399326754457,20.166666666666668,51.4,positive,41.59000015258789,43.61000061035156,2.020000457763672,2.02%,0.075
2014_Q3,T,2014,3,2014-10-23 02:54:05,46,140,67,5,12,0,0,0,0,0,0,0,0,0,0,50,49,0.5053763413689444,15.666666666666666,37.1,positive,25.42296028137207,26.374622344970703,0.9516620635986328,5.28%,0.148
2014_Q3,UNP,2014,3,2014-10-23 17:21:14,137,255,129,10,12,0,0,0,0,0,0,0,0,0,0,57,71,0.3010204073953561,19.666666666666668,24.0,positive,112.2300033569336,116.41000366210938,4.180000305175781,1.72%,0.135
2014_Q3,CMCSA,2014,3,2014-10-23 19:34:10,100,217,53,17,7,0,0,0,0,0,0,0,0,0,0,53,17,0.3690851723372707,19.5,66.2,positive,26.61000061035156,27.545000076293945,0.9349994659423828,1.63%,0.092
2014_Q3,LLY,2014,3,2014-10-24 02:01:59,137,198,166,41,12,0,0,0,0,0,0,0,0,0,0,119,86,0.182089551695255,10.166666666666666,-80.9,positive,66.05000305175781,66.95999908447266,0.9099960327148438,2.95%,0.199
2014_Q3,AMZN,2014,3,2014-10-24 02:34:05,60,117,61,3,2,0,0,0,0,0,0,0,0,0,0,44,25,0.3220338964856842,9.5,12.7,positive,14.352999687194824,14.83199977874756,0.4790000915527344,,0.019
2014_Q3,UPS,2014,3,2014-10-24 17:32:09,63,156,49,10,5,0,0,0,0,0,0,0,0,0,0,63,32,0.4246575323074998,15.5,45.2,positive,100.58999633789062,108.29000091552734,7.700004577636719,2.55%,0.648
2015_Q1,PG,2015,1,2014-10-24 18:26:15,128,294,58,3,21,0,0,0,0,0,0,0,0,0,0,81,34,0.3933649279778082,27.666666666666668,105.4,positive,85.16000366210938,88.9000015258789,3.7399978637695312,2.95%,0.148
2014_Q3,BMY,2014,3,2014-10-24 19:11:12,100,106,68,15,6,0,0,0,0,0,0,0,0,0,0,74,42,0.0291262134508436,1.0,-57.5,neutral,53.630001068115234,58.459999084472656,4.829998016357422,2.47%,0.175
2014_Q3,MCO,2014,3,2014-10-24 21:24:05,73,117,100,11,10,0,0,0,0,0,0,0,0,0,0,47,43,0.2315789461495845,7.333333333333333,-30.2,positive,96.94000244140624,98.98999786376952,2.049995422363281,1.13%,2.194
2014_Q3,F,2014,3,2014-10-25 01:57:11,189,165,74,7,10,0,0,0,0,0,0,0,0,0,0,46,30,-0.0677966099779756,-4.0,-81.7,neutral,13.81999969482422,14.170000076293944,0.3500003814697265,3.55%,0.277
2014_Q3,MRK,2014,3,2014-10-27 20:56:08,115,160,102,13,17,0,0,0,0,0,0,0,0,0,1,79,42,0.1636363630413223,7.5,-41.0,positive,53.864505767822266,56.62213516235352,2.75762939453125,3.04%,0.108
2014_Q3,AMGN,2014,3,2014-10-28 02:27:08,82,64,36,10,3,0,0,0,0,0,0,0,0,0,0,25,21,-0.1232876703884406,-3.0,-49.6,negative,157.19000244140625,163.08999633789062,5.899993896484375,1.50%,0.221
2014_Q3,NVS,2014,3,2014-10-28 15:08:29,95,145,53,9,10,0,0,0,0,0,0,0,0,0,0,58,26,0.2083333324652777,8.333333333333334,-0.2000000000000015,positive,82.75089263916016,83.00179290771484,0.2509002685546875,,
2014_Q3,TMUS,2014,3,2014-10-28 20:41:10,69,167,70,4,4,0,0,0,0,0,0,0,0,0,0,72,38,0.4152542355285837,16.333333333333332,40.8,positive,28.850000381469727,28.799999237060547,-0.0500011444091796,,0.01
2014_Q3,SNY,2014,3,2014-10-28 20:47:06,114,157,120,26,5,0,0,0,0,0,0,1,0,0,0,83,52,0.1586715861303631,7.083333333333333,-54.3,positive,48.06999969482422,46.18999862670898,-1.8800010681152344,,
2014_Q4,V,2014,4,2014-10-30 03:13:03,100,125,70,18,12,0,0,0,0,0,0,0,0,0,0,46,23,0.1111111106172839,4.166666666666667,-36.5,positive,59.16249847412109,62.98749923706055,3.825000762939453,.663%,0.178
2014_Q3,MET,2014,3,2014-10-30 16:31:07,101,138,105,32,10,0,0,0,0,0,0,0,0,0,0,66,28,0.1548117148334238,6.166666666666667,-52.5,positive,47.24599075317383,49.11764526367188,1.8716545104980469,2.58%,0.066
2014_Q3,CHTR,2014,3,2014-10-30 17:31:23,106,161,70,8,13,0,0,0,0,0,0,0,0,0,0,49,30,0.2059925085917883,9.166666666666666,-3.3000000000000007,positive,154.39999389648438,149.00999450683594,-5.3899993896484375,,-0.074
2014_Q3,AMT,2014,3,2014-10-30 19:22:09,51,132,101,20,17,0,0,0,0,0,0,0,0,0,0,70,53,0.4426229484009675,13.5,-7.300000000000001,positive,98.9000015258789,99.73999786376952,0.839996337890625,,0.117
2014_Q3,MA,2014,3,2014-10-30 19:39:06,79,110,67,23,10,0,0,0,0,0,0,0,0,0,0,57,41,0.1640211631533271,5.166666666666667,-34.5,positive,83.12999725341797,84.3499984741211,1.220001220703125,.525%,0.453
2014_Q4,SBUX,2014,4,2014-10-31 04:39:11,80,314,89,6,9,0,0,0,0,0,0,0,0,0,0,114,44,0.593908627934242,39.0,154.8,positive,37.77999877929688,38.94499969482422,1.1650009155273438,1.38%,0.05
2014_Q3,CVS,2014,3,2014-11-04 19:17:08,76,203,87,17,4,0,0,0,0,0,0,0,0,0,0,44,26,0.4551971309849565,21.166666666666668,61.6,positive,85.47000122070312,90.12000274658205,4.650001525878906,1.28%,0.116
2015_Q1,EL,2015,1,2014-11-04 22:11:16,95,217,63,3,7,0,0,0,0,0,0,0,0,0,0,71,20,0.3910256397723537,20.33333333333333,69.3,positive,72.0,71.12000274658203,-0.8799972534179688,1.06%,0.337
2014_Q3,DUK,2014,3,2014-11-05 20:21:18,85,120,78,36,31,0,0,0,0,0,0,0,0,0,0,64,31,0.1707317064842355,5.833333333333333,-53.4,positive,83.5,80.30999755859375,-3.19000244140625,3.87%,0.059
2014_Q3,SE,2014,3,2014-11-05 20:31:21,54,168,103,22,9,0,0,0,0,0,0,0,0,0,0,77,53,0.5135135112003896,19.0,26.3,positive,,,,3.42%,0.078
2014_Q3,TSLA,2014,3,2014-11-06 06:06:13,96,108,109,11,11,0,0,0,0,0,0,0,1,0,0,51,63,0.058823529123414,2.0,-70.0,neutral,16.08133316040039,16.516000747680664,0.4346675872802734,,-0.239
2015_Q3,NVDA,2015,3,2014-11-07 03:24:11,56,165,47,12,6,0,0,0,0,0,0,0,0,0,0,28,31,0.4932126674515264,18.166666666666668,67.8,positive,0.4947499930858612,0.5084999799728394,0.0137499868869781,1.74%,0.119
2014_Q4,DIS,2014,4,2014-11-07 04:20:07,91,178,68,8,7,0,0,0,0,0,0,0,0,0,0,78,36,0.3234200731471373,14.5,26.3,positive,90.0,88.9000015258789,-1.0999984741210938,.941%,0.153
2014_Q-1,ABT,2014,-1,2014-11-11 22:20:09,8,88,14,0,2,0,0,0,0,0,0,0,0,0,0,22,9,0.8333333246527779,13.333333333333334,66.7,positive,44.25,44.31999969482422,0.0699996948242187,2.02%,0.075
2014_Q-1,IBM,2014,-1,2014-11-12 00:04:07,79,107,40,9,13,0,0,0,0,0,0,0,0,0,0,55,25,0.15053763359926,4.666666666666667,-16.5,positive,154.7992401123047,154.64627075195312,-0.1529693603515625,2.68%,0.87
2015_Q1,CSCO,2015,1,2014-11-13 01:29:12,118,244,93,9,7,0,0,0,0,0,0,0,0,0,0,64,42,0.3480662973810323,21.0,54.5,positive,25.68000030517578,27.43000030517578,1.75,3.11%,0.135
2015_Q2,MDT,2015,2,2014-11-18 18:07:07,83,223,98,9,15,0,0,0,0,0,0,0,0,0,0,74,37,0.4575163383741296,23.33333333333333,60.5,positive,72.47000122070312,73.87000274658203,1.4000015258789062,,0.154
2014_Q3,LOW,2014,3,2014-11-19 19:09:07,55,222,63,3,4,0,0,0,0,0,0,0,0,0,0,36,26,0.602888084466108,27.83333333333333,122.2,positive,62.2599983215332,63.970001220703125,1.710002899169922,1.44%,0.196
2014_Q-1,MCD,2014,-1,2014-11-20 20:22:08,24,100,21,0,6,0,0,0,0,0,0,0,0,0,0,19,9,0.6129032208636838,12.666666666666666,57.8,positive,96.63999938964844,95.5,-1.1399993896484375,3.51%,0.32
2014_Q4,TD,2014,4,2014-12-05 02:09:05,97,116,58,18,11,0,0,0,0,0,0,0,0,0,0,37,23,0.0892018775154841,3.1666666666666665,-34.2,neutral,47.459999084472656,46.0099983215332,-1.4500007629394531,,
2015_Q1,COST,2015,1,2014-12-11 00:36:11,78,169,105,11,7,0,0,0,0,0,0,0,0,0,0,61,50,0.3684210511399957,15.166666666666666,12.3,positive,141.41000366210938,143.64999389648438,2.239990234375,.999%,0.171
2015_Q2,FDX,2015,2,2014-12-17 19:01:06,99,153,68,5,11,0,0,0,0,0,0,0,0,0,0,49,37,0.2142857134353741,9.0,-1.5000000000000009,positive,167.77999877929688,175.0,7.220001220703125,.461%,0.123
2015_Q1,ACN,2015,1,2014-12-18 20:48:09,74,185,74,21,7,0,0,0,0,0,0,1,0,0,0,40,32,0.4285714269167126,18.416666666666668,48.8,positive,89.73999786376953,89.30999755859375,-0.4300003051757812,,
2015_Q-1,LLY,2015,-1,2015-01-07 21:35:09,136,252,137,46,15,0,0,0,0,0,0,0,0,0,0,79,62,0.2989690713944096,19.33333333333333,-5.000000000000001,positive,69.2300033569336,72.02999877929688,2.799995422363281,2.84%,0.152
2014_Q4,WFC,2014,4,2015-01-15 14:25:04,96,205,129,13,13,0,0,0,0,0,0,0,0,0,0,66,59,0.3621262446440988,18.166666666666668,12.4,positive,50.720001220703125,52.15999984741211,1.4399986267089844,2.70%,0.145
2014_Q4,TSM,2014,4,2015-01-15 20:17:08,150,141,82,8,9,0,0,0,0,0,1,0,0,0,0,138,41,-0.0309278349452651,-1.4166666666666667,-90.2,neutral,22.88999938964844,23.93000030517578,1.0400009155273438,,
2014_Q4,INTC,2014,4,2015-01-16 02:03:11,75,136,71,0,6,0,0,0,0,0,0,0,0,0,0,48,33,0.2890995246962108,10.166666666666666,9.599999999999998,positive,36.45000076293945,34.209999084472656,-2.240001678466797,2.72%,0.172
2014_Q4,GS,2014,4,2015-01-17 01:16:09,195,225,206,43,32,0,0,0,0,0,0,0,0,0,0,84,90,0.0714285712585034,5.0,-136.3,neutral,175.6300048828125,172.41000366210938,-3.220001220703125,1.39%,0.121
2014_Q4,SAP,2014,4,2015-01-20 19:39:05,72,147,66,9,5,0,0,0,0,0,0,0,0,0,0,79,35,0.3424657518608869,12.5,15.7,positive,63.560001373291016,66.94999694824219,3.389995574951172,,
2014_Q4,JNJ,2014,4,2015-01-20 20:17:09,126,335,132,16,12,0,0,0,0,0,0,0,0,0,0,65,53,0.4533622549818606,34.833333333333336,110.7,positive,101.29000091552734,100.83000183105467,-0.4599990844726562,2.80%,0.22
2014_Q4,IBM,2014,4,2015-01-21 01:50:14,157,168,69,5,11,0,0,0,0,0,0,0,0,0,0,74,43,0.0338461537420118,1.8333333333333333,-50.6,neutral,145.4015350341797,151.50096130371094,6.09942626953125,2.87%,0.84
2014_Q4,MS,2014,4,2015-01-21 02:09:04,80,154,68,26,14,0,0,0,0,0,0,0,0,0,0,31,22,0.3162393148878661,12.333333333333334,11.6,positive,34.72999954223633,35.040000915527344,0.3100013732910156,1.18%,0.082
2014_Q4,AMD,2014,4,2015-01-21 05:20:04,84,147,66,5,4,0,0,0,0,0,0,0,0,0,0,69,28,0.2727272715466352,10.5,8.899999999999999,positive,2.450000047683716,2.759999990463257,0.309999942779541,,0.101
2014_Q4,ASML,2014,4,2015-01-21 21:01:16,81,93,98,9,9,0,0,0,0,0,0,0,0,0,0,118,52,0.0689655168450257,2.0,-74.8,neutral,106.58999633789062,103.88999938964844,-2.6999969482421875,,
2014_Q4,AXP,2014,4,2015-01-22 02:56:12,96,203,89,12,6,0,0,0,0,0,0,0,0,0,0,55,44,0.3578595305757206,17.833333333333332,38.1,positive,84.37000274658203,83.61000061035156,-0.7600021362304688,1.29%,0.291
2014_Q4,EBAY,2014,4,2015-01-22 09:11:10,83,170,69,1,4,0,0,0,0,0,0,0,0,0,0,64,21,0.3438735164273774,14.5,35.1,positive,24.05303001403809,22.6052188873291,-1.4478111267089844,,0.128
2014_Q4,VZ,2014,4,2015-01-22 16:08:05,82,161,45,8,6,0,0,0,0,0,0,0,0,0,0,55,19,0.3251028793205643,13.166666666666666,36.6,positive,47.79999923706055,47.79999923706055,0.0,4.81%,0.283
2014_Q4,UNP,2014,4,2015-01-23 01:12:15,146,268,140,28,14,0,0,0,0,0,0,0,0,0,0,65,66,0.2946859896263623,20.33333333333333,11.4,positive,120.08999633789062,122.8499984741211,2.7600021362304688,1.71%,0.14
2015_Q1,SBUX,2015,1,2015-01-23 02:42:15,58,243,73,3,5,0,0,0,0,0,0,0,0,0,0,66,45,0.6146179381574155,30.83333333333333,126.8,positive,44.11000061035156,44.81999969482422,0.7099990844726562,1.46%,0.423
2014_Q4,ISRG,2014,4,2015-01-23 04:34:12,67,121,105,18,11,0,0,0,0,0,0,0,0,0,0,76,43,0.2872340410253508,9.0,-32.5,positive,57.50777816772461,57.35222244262695,-0.1555557250976562,,0.132
2014_Q4,MCD,2014,4,2015-01-23 22:14:06,120,167,48,8,7,0,0,0,0,0,0,0,0,0,0,92,18,0.1637630656314875,7.833333333333333,-4.700000000000002,positive,89.55999755859375,94.33999633789062,4.779998779296875,3.68%,0.29
2014_Q4,TXN,2014,4,2015-01-27 04:33:09,50,125,87,4,5,0,0,0,0,0,0,0,0,0,0,64,48,0.428571426122449,12.5,9.4,positive,54.83000183105469,54.27000045776367,-0.5600013732910156,2.54%,0.222
2014_Q4,LMT,2014,4,2015-01-27 22:41:10,91,147,121,20,12,0,0,0,0,0,0,0,0,0,0,47,70,0.2352941166584281,9.333333333333334,-36.9,positive,190.5500030517578,193.0200042724609,2.470001220703125,3.19%,0.835
2014_Q4,BMY,2014,4,2015-01-27 23:54:06,71,189,84,2,8,0,0,0,0,0,0,0,0,0,0,80,49,0.4538461521005917,19.666666666666668,50.1,positive,61.9900016784668,58.84999847412109,-3.140003204345703,2.46%,0.176
2015_Q1,AAPL,2015,1,2015-01-28 01:39:08,47,157,71,6,6,0,0,0,0,0,0,0,0,0,0,28,40,0.5392156836312957,18.33333333333333,58.9,positive,28.82749938964844,30.5049991607666,1.677499771118164,1.60%,0.291
2014_Q4,AMGN,2014,4,2015-01-28 03:46:10,104,132,75,34,16,0,0,0,0,0,0,0,0,0,0,58,45,0.118644067293881,4.666666666666667,-50.6,positive,154.63999938964844,152.57000732421875,-2.0699920654296875,1.60%,0.207
2014_Q4,T,2014,4,2015-01-28 03:50:06,56,164,96,9,10,0,0,0,0,0,0,0,0,0,0,84,69,0.4909090886776859,18.0,26.8,positive,24.68277931213379,26.321752548217773,1.6389732360839844,5.71%,0.139
2014_Q4,CHTR,2014,4,2015-01-29 19:10:08,95,119,61,13,8,0,0,0,0,0,0,0,0,0,0,31,32,0.1121495321862171,4.0,-26.4,positive,152.08999633789062,175.2899932861328,23.199996948242188,,-0.06
2014_Q4,F,2014,4,2015-01-29 19:15:06,176,263,89,6,13,0,0,0,0,0,0,0,0,0,0,73,54,0.1981776760861556,14.5,12.999999999999998,positive,14.850000381469728,16.25,1.3999996185302734,4.08%,0.24
2014_Q4,ABT,2014,4,2015-01-29 22:15:15,96,263,112,10,9,0,0,0,0,0,0,0,0,0,0,70,53,0.4651810572000527,27.83333333333333,82.2,positive,45.2599983215332,44.93000030517578,-0.3299980163574219,2.14%,0.065
2015_Q-1,GS,2015,-1,2015-01-29 23:25:11,83,106,119,34,18,0,0,0,0,0,1,0,0,0,0,32,57,0.1216931210492427,3.9166666666666665,-74.6,positive,175.99000549316406,187.6499938964844,11.659988403320312,1.39%,0.121
2014_Q4,AMZN,2014,4,2015-01-30 02:49:05,62,82,52,3,4,0,0,0,0,0,0,0,0,0,0,34,26,0.1388888879243827,3.333333333333333,-18.9,positive,17.726499557495117,18.85849952697754,1.131999969482422,,-0.021
2014_Q4,GOOG,2014,4,2015-01-30 03:21:17,90,133,50,0,7,0,0,0,0,0,0,0,0,0,0,29,31,0.1928251112429367,7.166666666666667,5.6,positive,26.65282440185547,27.072172164916992,0.4193477630615234,,0.161
2015_Q1,V,2015,1,2015-01-30 03:42:05,108,111,85,11,5,0,0,0,0,0,0,0,0,0,0,54,36,0.0136986300744354,0.5,-61.9,neutral,63.727500915527344,67.72750091552734,4.0,.753%,0.174
2014_Q4,MA,2014,4,2015-01-30 20:10:04,68,114,89,21,10,0,0,0,0,0,0,0,1,0,0,55,34,0.2527472513585316,7.666666666666667,-28.4,positive,82.02999877929688,87.5199966430664,5.489997863769531,.780%,0.484
2014_Q4,LLY,2014,4,2015-01-30 21:59:05,164,166,97,17,12,0,0,0,0,0,0,0,0,0,0,65,49,0.0060606060422405,0.3333333333333333,-78.9,neutral,72.0,70.52999877929688,-1.470001220703125,2.72%,0.152
2014_Q4,UPS,2014,4,2015-02-03 20:12:08,105,167,94,9,13,0,0,0,0,0,0,0,0,0,0,109,48,0.2279411756325692,10.333333333333334,-22.6,positive,100.56999969482422,101.79000091552734,1.220001220703125,2.71%,0.593
2015_Q1,DIS,2015,1,2015-02-04 04:31:10,82,178,70,9,3,0,0,0,0,0,0,0,0,0,0,63,36,0.3692307678106509,16.0,38.8,positive,101.27999877929688,104.12000274658205,2.840003967285156,1.26%,0.152
2014_Q4,MRK,2014,4,2015-02-04 17:51:08,112,224,108,11,20,0,0,0,0,0,0,0,0,0,0,100,40,0.3333333323412698,18.666666666666668,18.5,positive,56.34542083740234,56.09732818603516,-0.2480926513671875,2.99%,0.101
2014_Q4,SE,2014,4,2015-02-04 18:38:11,35,54,27,12,9,0,0,0,0,0,0,0,0,0,0,35,19,0.2134831436687287,3.1666666666666665,-13.9,positive,,,,4.43%,0.073
2014_Q4,PM,2014,4,2015-02-06 00:21:25,134,168,89,9,8,0,0,0,0,0,0,0,0,0,0,88,35,0.1125827810841629,5.666666666666667,-40.1,positive,81.2699966430664,82.62000274658203,1.350006103515625,4.99%,
2014_Q4,SNY,2014,4,2015-02-06 06:04:07,117,276,85,9,17,0,0,0,0,0,0,0,0,0,0,128,44,0.4045801516422897,26.5,73.5,positive,48.04999923706055,50.09999847412109,2.049999237060547,,
2014_Q4,MCO,2014,4,2015-02-06 22:55:08,59,122,114,21,3,0,0,0,0,0,0,0,0,0,0,68,51,0.3480662964195232,10.5,-24.700000000000003,positive,98.04000091552734,97.0999984741211,-0.94000244140625,1.23%,2.195
2014_Q4,KO,2014,4,2015-02-10 20:04:09,103,145,100,4,9,0,0,0,0,0,0,0,0,0,0,70,36,0.169354838026795,7.0,-32.1,positive,42.400001525878906,41.84999847412109,-0.5500030517578125,2.96%,0.206
2014_Q4,CVS,2014,4,2015-02-10 20:14:11,113,189,96,9,4,0,0,0,0,0,0,0,0,0,0,58,38,0.2516556283057761,12.666666666666666,6.099999999999998,positive,101.68000030517578,103.26000213623048,1.5800018310546875,1.43%,0.109
2014_Q4,PEP,2014,4,2015-02-11 18:47:10,82,130,67,1,6,0,0,0,0,0,0,0,0,0,0,34,22,0.2264150932716269,8.0,1.9999999999999991,positive,100.4000015258789,99.58000183105467,-0.8199996948242188,2.79%,0.24
2015_Q4,NVDA,2015,4,2015-02-12 02:41:08,60,144,81,9,7,0,0,0,0,0,1,0,0,0,0,52,51,0.4117647038638985,14.083333333333334,20.0,positive,0.5575000047683716,0.5534999966621399,-0.0040000081062316,1.77%,0.13
2015_Q2,CSCO,2015,2,2015-02-12 05:37:08,107,229,105,5,6,0,0,0,0,0,0,0,0,0,0,75,56,0.3630952370145975,20.33333333333333,43.4,positive,29.459999084472656,29.489999771118164,0.0300006866455078,2.88%,0.135
2014_Q4,TSLA,2014,4,2015-02-12 07:12:13,118,148,110,3,16,0,0,0,0,0,0,0,0,0,0,60,64,0.1127819544632257,5.0,-52.9,positive,13.525333404541016,13.583999633789062,0.0586662292480468,,-0.26
2014_Q4,MET,2014,4,2015-02-12 19:07:07,73,113,100,45,11,0,0,0,0,0,0,0,0,0,0,33,21,0.2150537622846572,6.666666666666667,-46.7,positive,44.857398986816406,45.59714889526367,0.7397499084472656,3.01%,0.079
2015_Q-1,VZ,2015,-1,2015-02-17 18:07:06,48,99,38,2,12,0,0,0,0,0,0,0,0,0,0,46,27,0.3469387731500764,8.5,13.099999999999998,positive,49.18000030517578,49.470001220703125,0.2900009155273437,4.45%,0.283
2015_Q3,MDT,2015,3,2015-02-17 21:28:10,77,224,118,8,23,0,0,0,0,0,0,0,0,0,0,111,48,0.4883720914007571,24.5,45.5,positive,78.06999969482422,78.83000183105469,0.7600021362304688,,0.149
2014_Q4,DUK,2014,4,2015-02-18 18:31:18,73,123,74,47,13,0,0,0,0,0,0,0,0,0,0,87,17,0.2551020395147855,8.333333333333334,-36.1,positive,80.97000122070312,77.51000213623047,-3.459999084472656,4.05%,0.057
2015_Q-1,PM,2015,-1,2015-02-19 02:30:10,83,171,72,10,6,0,0,0,0,0,0,0,0,0,0,57,21,0.3464566915493831,14.666666666666666,30.5,positive,82.62000274658203,82.16999816894531,-0.4500045776367187,4.82%,
2014_Q4,TMUS,2014,4,2015-02-19 19:41:10,115,199,70,10,10,0,0,0,0,0,0,0,0,0,0,134,39,0.2675159227149174,14.0,8.299999999999999,positive,31.850000381469727,32.68000030517578,0.8299999237060547,,0.007
2015_Q-1,PG,2015,-1,2015-02-19 20:22:19,86,259,43,4,7,0,0,0,0,0,0,0,0,0,0,42,22,0.5014492739088426,28.83333333333333,135.4,positive,85.20999908447266,84.3499984741211,-0.8600006103515625,3.02%,0.137
2015_Q-1,PEP,2015,-1,2015-02-20 03:55:08,45,194,28,2,8,0,0,0,0,0,0,0,0,0,0,36,18,0.6234309597345985,24.83333333333333,121.0,positive,99.05999755859376,97.2300033569336,-1.829994201660156,2.65%,0.24
2015_Q-1,KO,2015,-1,2015-02-20 21:06:21,54,192,46,3,11,0,0,0,0,0,0,0,0,0,0,57,18,0.560975607475709,23.0,94.8,positive,41.970001220703125,42.400001525878906,0.4300003051757812,2.82%,0.206
2014_Q4,CMCSA,2014,4,2015-02-24 17:35:07,56,178,70,22,3,0,0,0,0,0,0,0,0,0,0,65,35,0.521367519139455,20.33333333333333,58.0,positive,29.584999084472656,30.28499984741211,0.7000007629394531,1.52%,0.101
2014_Q4,AMT,2014,4,2015-02-24 19:29:08,45,129,95,21,8,0,0,0,0,0,0,0,0,0,0,39,44,0.4827586179151804,14.0,9.8,positive,94.6500015258789,96.58000183105467,1.9300003051757808,,0.117
2015_Q4,LOW,2015,4,2015-02-25 21:01:03,48,206,55,3,9,0,0,0,0,0,0,0,0,0,0,47,26,0.6220472416454833,26.33333333333333,112.5,positive,74.43000030517578,73.05999755859375,-1.3700027465820312,1.24%,0.212
2015_Q1,TD,2015,1,2015-02-27 02:36:11,78,164,45,11,4,1,0,0,0,0,0,0,0,0,0,51,18,0.3553718993579673,14.583333333333334,44.0,positive,43.84999847412109,42.380001068115234,-1.4699974060058594,,
2015_Q0,BMY,2015,0,2015-03-03 18:45:06,20,85,33,3,4,0,0,0,0,0,0,0,0,0,0,33,9,0.6190476131519275,10.833333333333334,37.5,positive,61.91999816894531,68.02999877929688,6.1100006103515625,2.43%,0.133
